,id,name,room_type_category,rate,latitude,longitude,address,neighbourhood,regionName,city,daily_price,total_price
1669,1141417672257975193,Aconchegante Morumbi,entire_home,0,-23.6261527,-46.7385961,Rua José de Oliveira Coelho,Paraisópolis,Região Sudeste,São Paulo,767,897
1670,1058818670468713201,apartamentodecorado,entire_home,0,-23.965166146585954,-46.34495623386984,Rua Euclides da Cunha,Pompéia,Região Sudeste,Santos,767,767
1671,1031219820453474889,Olimpia ZenStay: um refúgio moderno na Vila Olímpia,entire_home,"5,0",-23.5938806,-46.6813752,Rua Chilon,Vila Olímpia,Região Sudeste,São Paulo,781,1061
1672,1044783956304372318,Apartamento moderno em resort no centro SP | Brás,entire_home,0,-23.545311330912867,-46.61894497497757,Rua Martim Burchard,Brás,Região Sudeste,São Paulo,779,879
1673,771838678342347947,Chácara Bom Jesus,entire_home,0,-23.30946,-46.67909,Rua João de Túlio,,Região Sudeste,Franco da Rocha,786,786
1674,52993862,Apartamento à beira-mar,entire_home,0,-23.9704532623291,-46.37311553955078,Rua Rangel Pestana,Boa Vista,Região Sudeste,São Vicente,784,1084
1675,836066423447695311,Apto c/ Churrasqueira & Piscina | 30m Praia - A072,entire_home,0,-24.016,-46.43745,Rua Gago Coutinho,Aviação,Região Sudeste,Praia Grande,792,942
1676,968955463980275831,"Apto c/ Churrasqueira, Ar Cond. e Vista Mar - A021",entire_home,0,-24.019408207296703,-46.44919033577764,Rua Pedro Alvares Cabral,Aviação,Região Sudeste,Praia Grande,792,942
1677,625930574843702797,EXPO SP 17 pessoas 6 banheiros Garagem 3 carros,entire_home,"5,0",-23.62128,-46.62551,Rua Fonseca da Costa,Vila Santo Estéfano,Região Sudeste,São Paulo,809,959
1678,1042291649166584025,pé nareia 01. ótimo para família,entire_home,"5,0",-23.967647972792847,-46.37782193720341,Avenida Presidente Wilson,Boa Vista,Região Sudeste,São Vicente,809,879
